alloy,Fe,Ni,Co,Cr,V,Cu,VEC,AR1,AR2,PE,Density,TermalC,MP,FI,SI,TI,M,TEC,TC,MS,MagS
,0.3640,0.0910,0.5090,0.0360,0.0000,0.0000,8.5951,137.0722,124.6254,1.8639,8446.2831,91.4662,1560.9128,754.8234,1623.4203,3134.0506,1.7152,11.1600,735.4287,2.0150,0.0506
,0.3280,0.0910,0.5450,0.0360,0.0000,0.0000,8.6314,136.8906,124.6617,1.8658,8483.4909,92.1921,1582.3025,754.7357,1626.5426,3144.0652,1.6966,10.7600,795.3674,1.9917,0.0492
,0.2730,0.0910,0.6000,0.0360,0.0000,0.0000,8.6872,136.6118,124.7176,1.8686,8540.6166,93.3066,1615.1422,754.6011,1631.3363,3159.4408,1.6681,11.5800,882.7012,1.9240,0.0466
,0.2280,0.0910,0.6450,0.0360,0.0000,0.0000,8.7331,136.3825,124.7636,1.8709,8587.6097,94.2234,1642.1571,754.4903,1635.2797,3172.0891,1.6446,12.2200,949.1569,1.8431,0.0443
,0.4230,0.0910,0.4360,0.0500,0.0000,0.0000,8.4905,137.4410,124.5668,1.8610,8359.4449,90.2078,1532.8197,753.3204,1617.4953,3114.1535,1.7097,10.9500,576.7470,1.8954,0.0524
,0.5180,0.0910,0.3270,0.0640,0.0000,0.0000,8.3515,137.9839,124.4731,1.8563,8237.1016,88.2508,1484.0161,751.9245,1608.5722,3084.6523,1.7226,10.8900,362.5103,1.6196,0.0544
,0.4900,0.0910,0.3550,0.0640,0.0000,0.0000,8.3790,137.8457,124.5009,1.8577,8265.3738,88.8037,1500.3337,751.8528,1610.9487,3092.2722,1.7083,10.6900,408.9989,1.6832,0.0534
,0.4630,0.0910,0.3820,0.0640,0.0000,0.0000,8.4057,137.7121,124.5277,1.8590,8292.7165,89.3383,1516.1148,751.7834,1613.2471,3099.6415,1.6946,10.8900,454.0210,1.7310,0.0525
,0.4360,0.0910,0.4090,0.0640,0.0000,0.0000,8.4324,137.5781,124.5546,1.8604,8320.1382,89.8746,1531.9415,751.7139,1615.5521,3107.0321,1.6807,11.0700,499.0299,1.7660,0.0517
,0.4090,0.0910,0.4360,0.0640,0.0000,0.0000,8.4592,137.4437,124.5816,1.8617,8347.6392,90.4124,1547.8141,751.6441,1617.8638,3114.4442,1.6669,10.9200,543.8209,1.7888,0.0510
,0.3720,0.0910,0.4730,0.0640,0.0000,0.0000,8.4960,137.2589,124.6187,1.8636,8385.4554,91.1519,1569.6401,751.5482,1621.0425,3124.6363,1.6478,8.1600,604.4666,1.8011,0.0502
,0.3360,0.0910,0.5090,0.0640,0.0000,0.0000,8.5320,137.0785,124.6549,1.8654,8422.3941,91.8742,1590.9597,751.4545,1624.1475,3134.5919,1.6292,9.2400,662.1843,1.7935,0.0493
,0.2720,0.0910,0.5730,0.0640,0.0000,0.0000,8.5964,136.7558,124.7197,1.8687,8488.4175,93.1653,1629.0658,751.2871,1629.6973,3152.3864,1.5959,11.1000,760.0331,1.7368,0.0475
,0.2270,0.0910,0.6180,0.0640,0.0000,0.0000,8.6419,136.5277,124.7655,1.8710,8535.1141,94.0785,1656.0173,751.1686,1633.6225,3164.9720,1.5723,11.7400,823.8305,1.6677,0.0459
,0.4410,0.0910,0.3860,0.0820,0.0000,0.0000,8.3697,137.6954,124.5507,1.8602,8281.7415,89.6807,1537.6771,749.6287,1614.0653,3101.1255,1.6377,4.0600,421.2253,1.6060,0.0504
,0.4220,0.0910,0.4050,0.0820,0.0000,0.0000,8.3884,137.6012,124.5696,1.8611,8300.9967,90.0578,1548.8188,749.5777,1615.6856,3106.3196,1.6279,3.6600,451.8026,1.6292,0.0497
,0.4280,0.0910,0.3950,0.0860,0.0000,0.0000,8.3697,137.6515,124.5638,1.8608,8287.5181,89.9175,1547.2165,749.1286,1614.9381,3103.6705,1.6209,2.2000,426.8204,1.5889,0.0496
,0.4230,0.0910,0.4000,0.0860,0.0000,0.0000,8.3746,137.6268,124.5688,1.8611,8292.5839,90.0168,1550.1494,749.1150,1615.3644,3105.0373,1.6183,2.3600,434.8004,1.5947,0.0495
,0.4180,0.0910,0.4050,0.0860,0.0000,0.0000,8.3795,137.6020,124.5738,1.8613,8297.6525,90.1161,1553.0839,749.1014,1615.7911,3106.4048,1.6157,2.6500,442.7720,1.6001,0.0494
,0.4140,0.0910,0.4090,0.0860,0.0000,0.0000,8.3835,137.5821,124.5778,1.8615,8301.7093,90.1955,1555.4326,749.0906,1616.1325,3107.4993,1.6137,2.9000,449.1424,1.6042,0.0493
,0.5270,0.0910,0.2910,0.0910,0.0000,0.0000,8.2568,138.1646,124.4661,1.8559,8178.6497,87.9384,1491.8855,748.8176,1606.2550,3075.5233,1.6590,12.4000,251.5329,1.3334,0.0522
,0.4910,0.0910,0.3270,0.0910,0.0000,0.0000,8.2919,137.9879,124.5016,1.8577,8214.7599,88.6461,1512.8066,748.7198,1609.2954,3085.2684,1.6406,12.0500,308.0220,1.4319,0.0509
,0.4630,0.0910,0.3550,0.0910,0.0000,0.0000,8.3193,137.8501,124.5293,1.8591,8242.9414,89.1985,1529.1340,748.6435,1611.6681,3092.8737,1.6263,8.8600,352.3223,1.4917,0.0502
,0.4360,0.0910,0.3820,0.0910,0.0000,0.0000,8.3458,137.7168,124.5561,1.8605,8270.1961,89.7326,1544.9245,748.5696,1613.9628,3100.2289,1.6124,3.0300,395.1161,1.5361,0.0494
,0.4270,0.0910,0.3910,0.0910,0.0000,0.0000,8.3547,137.6722,124.5651,1.8609,8279.2984,89.9110,1550.1981,748.5450,1614.7292,3102.6853,1.6077,2.4200,409.3620,1.5481,0.0491
,0.4230,0.0910,0.3950,0.0910,0.0000,0.0000,8.3586,137.6524,124.5691,1.8611,8283.3467,89.9904,1552.5436,748.5340,1615.0701,3103.7778,1.6057,2.4700,415.6869,1.5530,0.0490
,0.4090,0.0910,0.4090,0.0910,0.0000,0.0000,8.3724,137.5830,124.5830,1.8618,8297.5294,90.2683,1560.7605,748.4956,1616.2642,3107.6053,1.5985,3.2400,437.7805,1.5680,0.0487
,0.3950,0.0910,0.4230,0.0910,0.0000,0.0000,8.3862,137.5136,124.5970,1.8625,8311.7333,90.5467,1568.9898,748.4571,1617.4601,3111.4385,1.5912,4.3900,459.7842,1.5798,0.0483
,0.3820,0.0910,0.4360,0.0910,0.0000,0.0000,8.3990,137.4489,124.6100,1.8632,8324.9417,90.8056,1576.6423,748.4213,1618.5722,3115.0030,1.5845,4.9500,480.1106,1.5879,0.0480
,0.3450,0.0910,0.4730,0.0910,0.0000,0.0000,8.4357,137.2646,124.6471,1.8650,8362.6356,91.5444,1598.4809,748.3192,1621.7458,3125.1754,1.5653,7.7800,537.1946,1.5969,0.0477
,0.3090,0.0910,0.5090,0.0910,0.0000,0.0000,8.4715,137.0844,124.6833,1.8668,8399.4545,92.2660,1619.8126,748.2195,1624.8458,3135.1117,1.5466,8.7800,591.2365,1.5865,0.0470
,0.2730,0.0910,0.5450,0.0910,0.0000,0.0000,8.5075,136.9036,124.7196,1.8686,8436.4160,92.9904,1641.2269,748.1194,1627.9578,3145.0865,1.5277,9.9600,643.2790,1.5589,0.0462
,0.2270,0.0910,0.5910,0.0910,0.0000,0.0000,8.5536,136.6716,124.7663,1.8710,8483.8535,93.9202,1668.7106,747.9909,1631.9518,3157.8884,1.5036,10.6100,706.0278,1.5007,0.0453
,0.1820,0.0910,0.6360,0.0910,0.0000,0.0000,8.5989,136.4434,124.8122,1.8733,8530.4882,94.8342,1695.7292,747.8645,1635.8783,3170.4736,1.4798,11.7800,762.3340,1.4221,0.0442
,0.4140,0.0910,0.3950,0.1000,0.0000,0.0000,8.3387,137.6540,124.5785,1.8616,8275.8462,90.1214,1562.1222,747.4650,1615.3074,3103.9708,1.5783,3.7100,395.6255,1.4889,0.0478
,0.4640,0.0910,0.3270,0.1180,0.0000,0.0000,8.2325,137.9920,124.5300,1.8591,8192.5087,89.0399,1541.4806,745.5281,1610.0156,3085.8819,1.5589,17.0100,253.3315,1.2504,0.0470
,0.4360,0.0910,0.3550,0.1180,0.0000,0.0000,8.2598,137.8544,124.5577,1.8605,8220.5999,89.5917,1557.8176,745.4472,1612.3846,3093.4727,1.5445,16.0100,295.4246,1.3064,0.0462
,0.4090,0.0910,0.3820,0.1180,0.0000,0.0000,8.2862,137.7214,124.5845,1.8619,8247.7671,90.1253,1573.6172,745.3689,1614.6757,3100.8138,1.5305,10.5100,335.9731,1.3474,0.0454
,0.3820,0.0910,0.4090,0.1180,0.0000,0.0000,8.3126,137.5880,124.6113,1.8632,8275.0126,90.6605,1589.4623,745.2904,1616.9734,3108.1761,1.5165,8.0800,376.2770,1.3762,0.0449
,0.3550,0.0910,0.4360,0.1180,0.0000,0.0000,8.3391,137.4541,124.6383,1.8646,8302.3366,91.1972,1605.3532,745.2117,1619.2777,3115.5596,1.5025,6.3700,416.1314,1.3934,0.0444
,0.3360,0.0910,0.4550,0.1180,0.0000,0.0000,8.3578,137.3597,124.6573,1.8655,8321.6119,91.5759,1616.5631,745.1562,1620.9032,3120.7681,1.4926,6.7800,443.7951,1.3987,0.0441
,0.3180,0.0910,0.4730,0.1180,0.0000,0.0000,8.3756,137.2701,124.6754,1.8664,8339.9088,91.9353,1627.2040,745.1035,1622.4463,3125.7123,1.4832,7.2700,469.6353,1.3989,0.0437
,0.2820,0.0910,0.5090,0.1180,0.0000,0.0000,8.4112,137.0904,124.7116,1.8682,8376.6086,92.6562,1648.5475,744.9977,1625.5413,3135.6293,1.4643,8.3600,519.9855,1.3859,0.0431
,0.2460,0.0910,0.5450,0.1180,0.0000,0.0000,8.4470,136.9100,124.7479,1.8701,8413.4502,93.3799,1669.9735,744.8916,1628.6482,3145.5847,1.4453,9.8400,568.1305,1.3561,0.0427
,0.2000,0.0910,0.5910,0.1180,0.0000,0.0000,8.4929,136.6784,124.7945,1.8724,8460.7335,94.3087,1697.4720,744.7553,1632.6358,3158.3615,1.4210,14.3900,625.5993,1.2961,0.0422
,0.3460,0.0910,0.4360,0.1270,0.0000,0.0000,8.3192,137.4559,124.6477,1.8650,8294.8220,91.3274,1614.8975,744.1447,1619.5122,3115.7446,1.4752,7.3500,394.7469,1.3298,0.0430
,0.4730,0.0910,0.2910,0.1450,0.0000,0.0000,8.1387,138.1720,124.5227,1.8588,8134.4673,88.7257,1549.0930,742.4589,1607.7021,3076.7849,1.4962,16.9500,147.2952,0.9871,0.0426
,0.4370,0.0910,0.3270,0.1450,0.0000,0.0000,8.1734,137.9961,124.5582,1.8605,8170.3473,89.4320,1570.0387,742.3494,1610.7329,3086.4930,1.4776,17.7300,198.4459,1.0749,0.0417
,0.4090,0.0910,0.3550,0.1450,0.0000,0.0000,8.2006,137.8588,124.5859,1.8619,8198.3488,89.9833,1586.3850,742.2639,1613.0982,3094.0693,1.4631,16.9100,238.3135,1.1272,0.0412
,0.3820,0.0910,0.3820,0.1450,0.0000,0.0000,8.2268,137.7260,124.6127,1.8633,8225.4291,90.5164,1602.1936,742.1812,1615.3856,3101.3964,1.4490,15.6400,276.6000,1.1648,0.0407
,0.3280,0.0910,0.4360,0.1450,0.0000,0.0000,8.2795,137.4593,124.6665,1.8660,8279.8234,91.5873,1633.9473,742.0151,1619.9803,3116.1139,1.4208,13.6400,351.8924,1.2048,0.0398
,0.2910,0.0910,0.4730,0.1450,0.0000,0.0000,8.3157,137.2757,124.7035,1.8678,8317.2746,92.3246,1655.8101,741.9008,1623.1438,3126.2471,1.4013,9.0700,401.7984,1.2070,0.0394
,0.2730,0.0910,0.4910,0.1450,0.0000,0.0000,8.3334,137.1861,124.7216,1.8687,8335.5477,92.6843,1666.4774,741.8450,1624.6874,3131.1912,1.3919,9.4600,425.3886,1.2013,0.0392
,0.2280,0.0910,0.5360,0.1450,0.0000,0.0000,8.3778,136.9614,124.7669,1.8710,8381.3845,93.5867,1693.2354,741.7050,1628.5592,3143.5933,1.3681,10.3700,481.8719,1.1688,0.0385
,0.1550,0.0910,0.6090,0.1450,0.0000,0.0000,8.4503,136.5945,124.8409,1.8747,8456.2138,95.0599,1736.9184,741.4766,1634.8801,3163.8398,1.3292,14.6300,563.7171,1.0675,0.0378
,0.2270,0.0910,0.5270,0.1550,0.0000,0.0000,8.3467,137.0087,124.7682,1.8711,8363.7741,93.5493,1698.4451,740.5469,1628.0382,3141.2949,1.3425,10.9000,443.6061,1.1062,0.0369
,0.2720,0.0910,0.4730,0.1640,0.0000,0.0000,8.2738,137.2796,124.7233,1.8688,8301.4020,92.5976,1675.8706,739.6548,1623.6330,3126.6221,1.3440,13.5200,353.8999,1.0754,0.0358
,0.4360,0.0910,0.2910,0.1820,0.0000,0.0000,8.0583,138.1770,124.5613,1.8607,8104.3994,89.2614,1588.0251,738.1315,1608.6869,3077.6435,1.3855,17.2500,75.4921,0.7632,0.0354
,0.4000,0.0910,0.3270,0.1820,0.0000,0.0000,8.0928,138.0016,124.5967,1.8625,8140.1232,89.9669,1608.9869,738.0141,1611.7111,3087.3264,1.3667,16.8900,122.9277,0.8437,0.0347
,0.3450,0.0910,0.3820,0.1820,0.0000,0.0000,8.1458,137.7323,124.6512,1.8652,8194.9643,91.0498,1641.1663,737.8337,1616.3539,3102.1910,1.3378,16.5400,194.8775,0.9237,0.0337
,0.2910,0.0910,0.4360,0.1820,0.0000,0.0000,8.1981,137.4664,124.7049,1.8679,8249.1201,92.1192,1672.9436,737.6556,1620.9386,3116.8699,1.3094,16.0100,263.4550,0.9556,0.0329
,0.2540,0.0910,0.4730,0.1820,0.0000,0.0000,8.2341,137.2833,124.7419,1.8697,8286.4067,92.8555,1694.8224,737.5330,1624.0952,3126.9763,1.2898,13.8100,308.4028,0.9533,0.0325
,0.2040,0.0910,0.5230,0.1820,0.0000,0.0000,8.2830,137.0347,124.7922,1.8723,8337.0279,93.8552,1724.5257,737.3666,1628.3807,3140.6971,1.2631,18.0600,365.4004,0.9222,0.0319
,0.1360,0.0910,0.5910,0.1820,0.0000,0.0000,8.3499,136.6945,124.8610,1.8757,8406.3079,95.2232,1765.1775,737.1387,1634.2458,3159.4754,1.2267,17.8400,433.6961,0.8350,0.0316
,0.6660,0.1670,0.1670,0.0000,0.0000,0.0000,8.4842,138.3871,124.3226,1.8510,8206.2629,84.9971,1363.8913,758.0430,1607.4438,3072.3737,1.8777,10.4600,1155.0166,2.2464,0.0583
,0.5830,0.1670,0.2500,0.0000,0.0000,0.0000,8.5667,137.9781,124.4044,1.8551,8290.1832,86.6264,1411.8721,757.8570,1614.5044,3094.9740,1.8360,10.8700,1222.6782,2.2845,0.0532
,0.4750,0.1670,0.3580,0.0000,0.0000,0.0000,8.6752,137.4406,124.5119,1.8605,8400.5036,88.7682,1474.9471,757.6124,1623.7863,3124.6842,1.7812,11.0800,1296.4666,2.2850,0.0471
,0.3750,0.1670,0.4580,0.0000,0.0000,0.0000,8.7767,136.9372,124.6126,1.8656,8503.8025,90.7738,1534.0075,757.3835,1632.4774,3152.5033,1.7299,11.5200,1345.1182,2.2303,0.0416
,0.3330,0.1670,0.5000,0.0000,0.0000,0.0000,8.8197,136.7241,124.6552,1.8677,8547.5222,91.6226,1559.0040,757.2866,1636.1557,3164.2774,1.7081,12.0500,1360.3404,2.1912,0.0395
,0.2910,0.1670,0.5420,0.0000,0.0000,0.0000,8.8629,136.5101,124.6980,1.8698,8591.4417,92.4753,1584.1147,757.1892,1639.8509,3176.1053,1.6863,12.3700,1000.6182,2.2371,0.0144
,0.5670,0.1670,0.2330,0.0330,0.0000,0.0000,8.4762,138.0670,124.4227,1.8560,8245.4534,86.7811,1437.5119,753.9514,1613.9286,3091.0699,1.7437,11.6600,408.5891,1.8484,0.0506
,0.5210,0.1670,0.2790,0.0330,0.0000,0.0000,8.5219,137.8398,124.4682,1.8583,8292.0160,87.6876,1464.2598,753.8383,1617.8540,3103.6296,1.7203,11.3500,481.0368,1.9591,0.0487
,0.5000,0.1670,0.3000,0.0330,0.0000,0.0000,8.5428,137.7357,124.4891,1.8593,8313.3491,88.1029,1476.5146,753.7865,1619.6525,3109.3839,1.7096,10.6500,514.6421,1.9971,0.0478
,0.4580,0.1670,0.3420,0.0330,0.0000,0.0000,8.5848,137.5268,124.5309,1.8614,8356.1596,88.9364,1501.1070,753.6826,1623.2616,3120.9315,1.6881,9.2200,582.3684,2.0506,0.0461
,0.4370,0.1670,0.3630,0.0330,0.0000,0.0000,8.6058,137.4220,124.5519,1.8625,8377.6372,89.3545,1513.4448,753.6304,1625.0722,3126.7249,1.6773,8.6100,616.2994,2.0665,0.0453
,0.4170,0.1670,0.3830,0.0330,0.0000,0.0000,8.6259,137.3220,124.5720,1.8635,8398.1373,89.7536,1525.2211,753.5806,1626.8004,3132.2545,1.6669,8.2100,648.5381,2.0752,0.0445
,0.3960,0.1670,0.4040,0.0330,0.0000,0.0000,8.6471,137.2167,124.5931,1.8646,8419.7098,90.1736,1537.6134,753.5283,1628.6191,3138.0734,1.6561,8.8700,682.2141,2.0777,0.0437
,0.3580,0.1670,0.4420,0.0330,0.0000,0.0000,8.6855,137.0256,124.6314,1.8665,8458.8701,90.9360,1560.1090,753.4332,1631.9204,3148.6364,1.6364,11.2100,742.3783,2.0659,0.0420
,0.3170,0.1670,0.4830,0.0330,0.0000,0.0000,8.7271,136.8185,124.6729,1.8686,8501.3025,91.7622,1584.4843,753.3301,1635.4976,3160.0821,1.6151,11.9500,805.5814,2.0309,0.0402
,0.2960,0.1670,0.5040,0.0330,0.0000,0.0000,8.7485,136.7121,124.6942,1.8696,8523.1091,92.1867,1597.0111,753.2772,1637.3360,3165.9641,1.6041,11.7500,837.0227,2.0047,0.0393
,0.5750,0.1670,0.2000,0.0580,0.0000,0.0000,8.3883,138.2327,124.4167,1.8557,8191.5613,86.5033,1445.1709,751.0625,1611.7888,3082.6725,1.6845,11.0200,303.9261,1.5508,0.0498
,0.5290,0.1670,0.2460,0.0580,0.0000,0.0000,8.4336,138.0067,124.4620,1.8579,8237.8223,87.4058,1471.8402,750.9427,1615.6947,3095.1659,1.6610,9.2500,371.9376,1.6852,0.0479
,0.5080,0.1670,0.2670,0.0580,0.0000,0.0000,8.4543,137.9031,124.4828,1.8590,8259.0170,87.8193,1484.0588,750.8879,1617.4842,3100.8898,1.6503,7.7500,403.6413,1.7336,0.0471
,0.4870,0.1670,0.2880,0.0580,0.0000,0.0000,8.4751,137.7994,124.5036,1.8600,8280.2591,88.2338,1496.3048,750.8329,1619.2777,3106.6265,1.6395,3.2300,435.6287,1.7744,0.0464
,0.4670,0.1670,0.3080,0.0580,0.0000,0.0000,8.4949,137.7003,124.5235,1.8610,8300.5341,88.6293,1507.9932,750.7804,1620.9895,3112.1020,1.6292,5.7900,466.2719,1.8060,0.0459
,0.4460,0.1670,0.3290,0.0580,0.0000,0.0000,8.5158,137.5961,124.5444,1.8621,8321.8696,89.0456,1520.2930,750.7252,1622.7909,3117.8639,1.6184,6.8200,498.5451,1.8321,0.0452
,0.4040,0.1670,0.3710,0.0580,0.0000,0.0000,8.5577,137.3870,124.5864,1.8642,8364.6847,89.8809,1544.9758,750.6144,1626.4058,3129.4267,1.5966,9.4800,563.0154,1.8628,0.0439
,0.3830,0.1670,0.3920,0.0580,0.0000,0.0000,8.5788,137.2820,124.6074,1.8653,8386.1647,90.3000,1557.3589,750.5588,1628.2194,3135.2277,1.5857,9.1800,595.0186,1.8679,0.0433
,0.3620,0.1670,0.4130,0.0580,0.0000,0.0000,8.5998,137.1769,124.6285,1.8663,8407.6932,90.7200,1569.7700,750.5031,1630.0371,3141.0417,1.5748,9.7800,626.7357,1.8665,0.0426
,0.3330,0.1670,0.4420,0.0580,0.0000,0.0000,8.6290,137.0313,124.6578,1.8678,8437.5031,91.3016,1586.9552,750.4260,1632.5540,3149.0923,1.5597,10.7700,669.8791,1.8542,0.0416
,0.2830,0.1670,0.4920,0.0580,0.0000,0.0000,8.6795,136.7791,124.7084,1.8703,8489.1187,92.3086,1616.7114,750.2924,1636.9119,3163.0318,1.5335,11.0300,741.7489,1.8068,0.0400
,0.5120,0.1670,0.2500,0.0710,0.0000,0.0000,8.4087,137.9889,124.4797,1.8588,8231.0816,87.6759,1488.0531,749.3885,1616.3765,3096.5408,1.6195,2.0400,348.1698,1.5945,0.0466
,0.5010,0.1670,0.2610,0.0710,0.0000,0.0000,8.4195,137.9348,124.4906,1.8594,8242.1652,87.8923,1494.4545,749.3589,1617.3131,3099.5359,1.6139,1.6900,364.3880,1.6196,0.0462
,0.5000,0.1670,0.2580,0.0750,0.0000,0.0000,8.4077,137.9502,124.4918,1.8594,8235.8264,87.8920,1496.9760,748.8924,1617.1622,3098.8058,1.6033,2.8800,350.7024,1.5823,0.0459
,0.5830,0.1670,0.1670,0.0830,0.0000,0.0000,8.3010,138.3971,124.4107,1.8554,8138.0593,86.2276,1452.7745,748.1945,1609.6645,3074.3359,1.6257,17.9100,204.4488,1.2465,0.0494
,0.5620,0.1670,0.1880,0.0830,0.0000,0.0000,8.3215,138.2946,124.4313,1.8564,8159.0143,86.6372,1464.8978,748.1369,1611.4365,3080.0019,1.6150,16.1800,233.1144,1.3238,0.0477
,0.5420,0.1670,0.2080,0.0830,0.0000,0.0000,8.3410,138.1968,124.4509,1.8574,8179.0150,87.0283,1476.4689,748.0820,1613.1277,3085.4098,1.6047,12.0100,260.9331,1.3895,0.0469
,0.5170,0.1670,0.2330,0.0830,0.0000,0.0000,8.3655,138.0743,124.4756,1.8586,8204.0756,87.5182,1490.9674,748.0131,1615.2468,3092.1859,1.5919,5.5700,296.2997,1.4612,0.0459
,0.4960,0.1670,0.2540,0.0830,0.0000,0.0000,8.3861,137.9711,124.4963,1.8597,8225.1780,87.9308,1503.1760,747.9551,1617.0312,3097.8917,1.5811,3.7300,326.4147,1.5127,0.0452
,0.4750,0.1670,0.2750,0.0830,0.0000,0.0000,8.4068,137.8677,124.5171,1.8607,8246.3277,88.3443,1515.4119,747.8970,1618.8195,3103.6103,1.5703,3.8800,356.8049,1.5563,0.0446
,0.4540,0.1670,0.2960,0.0830,0.0000,0.0000,8.4275,137.7640,124.5379,1.8617,8267.5247,88.7587,1527.6752,747.8387,1620.6119,3109.3417,1.5594,4.9100,387.3786,1.5923,0.0439
,0.4330,0.1670,0.3170,0.0830,0.0000,0.0000,8.4482,137.6601,124.5588,1.8628,8288.7692,89.1740,1539.9660,747.7804,1622.4083,3115.0860,1.5485,5.9800,418.0424,1.6208,0.0433
,0.4120,0.1670,0.3380,0.0830,0.0000,0.0000,8.4690,137.5560,124.5797,1.8638,8310.0615,89.5903,1552.2844,747.7219,1624.2088,3120.8432,1.5376,6.4100,448.7022,1.6422,0.0429
,0.3920,0.1670,0.3580,0.0830,0.0000,0.0000,8.4889,137.4566,124.5997,1.8649,8330.3843,89.9876,1564.0419,747.6660,1625.9272,3126.3382,1.5272,7.8100,477.8107,1.6560,0.0424
,0.3710,0.1670,0.3790,0.0830,0.0000,0.0000,8.5098,137.3520,124.6207,1.8659,8351.7701,90.4057,1576.4144,747.6073,1627.7356,3132.1207,1.5163,7.7700,508.1855,1.6638,0.0420
,0.3330,0.1670,0.4170,0.0830,0.0000,0.0000,8.5477,137.1622,124.6589,1.8678,8390.5908,91.1647,1598.8737,747.5006,1631.0182,3142.6173,1.4964,9.4100,562.3436,1.6615,0.0414
,0.2920,0.1670,0.4580,0.0830,0.0000,0.0000,8.5888,136.9565,124.7002,1.8699,8432.6543,91.9871,1623.2090,747.3850,1634.5750,3153.9908,1.4749,10.5700,619.0278,1.6366,0.0401
,0.2500,0.1670,0.5000,0.0830,0.0000,0.0000,8.6311,136.7449,124.7428,1.8720,8475.9366,92.8333,1648.2495,747.2661,1638.2349,3165.6938,1.4527,12.0000,674.4326,1.5889,0.0388
,0.5580,0.1670,0.1670,0.1080,0.0000,0.0000,8.2462,138.4001,124.4370,1.8567,8117.6817,86.5952,1479.3305,745.2520,1610.3281,3074.9221,1.5504,17.6200,152.0830,1.0706,0.0458
,0.5290,0.1670,0.1960,0.1080,0.0000,0.0000,8.2744,138.2588,124.4655,1.8581,8146.5465,87.1607,1496.0888,745.1681,1612.7725,3082.7362,1.5355,16.2300,190.1747,1.1719,0.0441
,0.5040,0.1670,0.2210,0.1080,0.0000,0.0000,8.2987,138.1366,124.4900,1.8593,8171.5012,87.6496,1510.5770,745.0955,1614.8858,3089.4917,1.5226,13.4000,223.7225,1.2465,0.0436
,0.4830,0.1670,0.2420,0.1080,0.0000,0.0000,8.3192,138.0338,124.5107,1.8604,8192.5143,88.0613,1522.7767,745.0345,1616.6653,3095.1802,1.5118,10.4700,252.2953,1.3004,0.0427
,0.4620,0.1670,0.2630,0.1080,0.0000,0.0000,8.3397,137.9307,124.5315,1.8614,8213.5744,88.4739,1535.0037,744.9732,1618.4488,3100.8814,1.5009,7.6600,281.1308,1.3464,0.0421
,0.4420,0.1670,0.2830,0.1080,0.0000,0.0000,8.3593,137.8323,124.5513,1.8624,8233.6753,88.8677,1546.6739,744.9148,1620.1510,3106.3230,1.4905,6.8800,308.7540,1.3832,0.0416
,0.4210,0.1670,0.3040,0.1080,0.0000,0.0000,8.3800,137.7287,124.5721,1.8635,8254.8273,89.2821,1558.9543,744.8533,1621.9423,3112.0491,1.4796,5.9500,337.8385,1.4144,0.0410
,0.4000,0.1670,0.3250,0.1080,0.0000,0.0000,8.4006,137.6250,124.5930,1.8645,8276.0267,89.6974,1571.2622,744.7917,1623.7375,3117.7880,1.4686,6.1700,366.9128,1.4385,0.0405
,0.3790,0.1670,0.3460,0.1080,0.0000,0.0000,8.4214,137.5210,124.6140,1.8656,8297.2736,90.1136,1583.5977,744.7299,1625.5368,3123.5398,1.4576,7.7200,395.8819,1.4555,0.0400
,0.3580,0.1670,0.3670,0.1080,0.0000,0.0000,8.4421,137.4167,124.6349,1.8666,8318.5682,90.5308,1595.9609,744.6680,1627.3402,3129.3045,1.4466,7.7900,424.6496,1.4657,0.0396
,0.3370,0.1670,0.3880,0.1080,0.0000,0.0000,8.4629,137.3122,124.6560,1.8677,8339.9106,90.9490,1608.3518,744.6059,1629.1476,3135.0822,1.4356,8.3400,453.1185,1.4693,0.0392
,0.2920,0.1670,0.4330,0.1080,0.0000,0.0000,8.5077,137.0876,124.7012,1.8699,8385.8063,91.8481,1634.9979,744.4725,1633.0343,3147.5067,1.4119,9.6400,512.6554,1.4559,0.0385
,0.2580,0.1670,0.4670,0.1080,0.0000,0.0000,8.5416,136.9171,124.7355,1.8717,8420.6302,92.5304,1655.2158,744.3712,1635.9833,3156.9340,1.3939,10.8000,555.8228,1.4281,0.0378
,0.4920,0.1670,0.2080,0.1330,0.0000,0.0000,8.2313,138.2036,124.5035,1.8600,8138.0946,87.7608,1529.5085,742.1957,1614.4422,3086.5413,1.4542,16.4000,151.4059,1.0355,0.0400
,0.4710,0.1670,0.2290,0.1330,0.0000,0.0000,8.2517,138.1010,124.5241,1.8610,8159.0169,88.1715,1541.6981,742.1315,1616.2166,3092.2120,1.4433,16.2000,178.4525,1.0920,0.0394
,0.4500,0.1670,0.2500,0.1330,0.0000,0.0000,8.2721,137.9983,124.5448,1.8621,8179.9857,88.5832,1553.9149,742.0672,1617.9950,3097.8953,1.4324,14.6800,205.7540,1.1407,0.0389
,0.4290,0.1670,0.2710,0.1330,0.0000,0.0000,8.2925,137.8953,124.5656,1.8631,8201.0012,88.9958,1566.1588,742.0027,1619.7774,3103.5912,1.4214,13.4100,233.2198,1.1817,0.0384
,0.4080,0.1670,0.2920,0.1330,0.0000,0.0000,8.3130,137.7921,124.5864,1.8642,8222.0636,89.4093,1578.4301,741.9382,1621.5638,3109.2999,1.4104,9.6400,260.7580,1.2153,0.0379
