alloy,Fe,Ni,Co,Cr,V,Cu,VEC,AR1,AR2,PE,Density,TermalC,MP,FI,SI,TI,M,TEC,TC,MS,MagS
,0.3700,0.2000,0.3000,0.0000,0.1300,0.0000,8.2404,136.8742,125.6358,1.8309,8114.1466,80.7629,1600.1737,740.8840,1602.4188,3102.2642,1.4432,18.6300,466.3778,1.6474,0.0274
,0.3200,0.2000,0.3500,0.0000,0.1300,0.0000,8.2892,136.6252,125.6883,1.8334,8164.1646,81.7274,1629.5401,740.7269,1606.6343,3115.8800,1.4170,13.5000,511.7741,1.6716,0.0268
,0.2700,0.2000,0.4000,0.0000,0.1300,0.0000,8.3382,136.3750,125.7410,1.8358,8214.4495,82.6972,1659.0633,740.5690,1610.8723,3129.5684,1.3908,14.0700,561.5472,1.6900,0.0263
,0.5000,0.2000,0.1500,0.0000,0.1500,0.0000,8.0295,137.5078,125.6531,1.8194,7926.6991,76.8194,1534.3990,738.9374,1586.5328,3058.8013,1.4733,18.4100,314.6416,1.2555,0.0279
,0.6800,0.3000,0.0000,0.0000,0.0200,0.0000,8.5116,138.4435,124.4667,1.8487,8133.7536,82.0853,1361.3847,752.6700,1614.5699,3081.0365,1.7024,17.5600,415.0193,1.4478,0.0421
,0.6550,0.3000,0.0250,0.0000,0.0200,0.0000,8.5363,138.3213,124.4914,1.8499,8158.7483,82.5686,1375.7270,752.6072,1616.6904,3087.8052,1.6897,9.2500,440.6633,1.5665,0.0405
,0.6300,0.3000,0.0500,0.0000,0.0200,0.0000,8.5610,138.1988,124.5161,1.8511,8183.8096,83.0531,1390.1075,752.5443,1618.8166,3094.5919,1.6769,5.1100,467.7224,1.6739,0.0400
,0.6050,0.3000,0.0750,0.0000,0.0200,0.0000,8.5859,138.0759,124.5409,1.8524,8208.9376,83.5390,1404.5263,752.4812,1620.9484,3101.3968,1.6642,1.8600,496.0545,1.7701,0.0391
,0.5800,0.3000,0.1000,0.0000,0.0200,0.0000,8.6108,137.9528,124.5657,1.8536,8234.1326,84.0261,1418.9835,752.4180,1623.0859,3108.2197,1.6514,2.5700,525.5154,1.8551,0.0370
,0.5300,0.3000,0.1500,0.0000,0.0200,0.0000,8.6608,137.7054,124.6156,1.8561,8284.7248,85.0043,1448.0140,752.2910,1627.3780,3121.9204,1.6257,7.3000,587.2344,1.9924,0.0349
,0.5050,0.3000,0.1750,0.0000,0.0200,0.0000,8.6859,137.5813,124.6406,1.8573,8310.1225,85.4954,1462.5876,752.2272,1629.5327,3128.7982,1.6128,9.9800,619.1917,2.0450,0.0339
,0.4550,0.3000,0.2250,0.0000,0.0200,0.0000,8.7363,137.3320,124.6909,1.8598,8361.1226,86.4815,1491.8521,752.0992,1633.8595,3142.6094,1.5868,12.3800,684.5318,2.1190,0.0319
,0.4300,0.3000,0.2500,0.0000,0.0200,0.0000,8.7616,137.2068,124.7162,1.8611,8386.7255,86.9765,1506.5434,752.0349,1636.0316,3149.5428,1.5738,13.4700,717.5987,2.1409,0.0310
,0.3800,0.3000,0.3000,0.0000,0.0200,0.0000,8.8124,136.9554,124.7669,1.8636,8438.1384,87.9706,1536.0448,751.9058,1640.3934,3163.4657,1.5477,13.9400,783.7177,2.1556,0.0292
,0.3300,0.3000,0.3500,0.0000,0.0200,0.0000,8.8635,136.7027,124.8178,1.8662,8489.8293,88.9700,1565.7057,751.7760,1644.7788,3177.4639,1.5214,15.5400,848.7074,2.1335,0.0274
,0.6350,0.3000,0.0250,0.0000,0.0400,0.0000,8.4687,138.2136,124.6680,1.8454,8119.0476,81.4695,1397.5836,750.1508,1613.2353,3084.6815,1.6414,2.1100,433.0768,1.4605,0.0372
,0.6100,0.3000,0.0500,0.0000,0.0400,0.0000,8.4933,138.0912,124.6929,1.8467,8144.0072,81.9517,1411.9650,750.0847,1615.3527,3091.4509,1.6287,6.4400,458.0280,1.5672,0.0360
,0.5850,0.3000,0.0750,0.0000,0.0400,0.0000,8.5180,137.9684,124.7178,1.8479,8169.0332,82.4351,1426.3847,750.0185,1617.4757,3098.2382,1.6159,5.5700,484.1701,1.6625,0.0351
,0.5600,0.3000,0.1000,0.0000,0.0400,0.0000,8.5428,137.8454,124.7428,1.8491,8194.1258,82.9198,1440.8428,749.9521,1619.6044,3105.0436,1.6030,4.3600,511.3585,1.7467,0.0342
,0.5350,0.3000,0.1250,0.0000,0.0400,0.0000,8.5676,137.7220,124.7679,1.8503,8219.2853,83.4059,1455.3394,749.8855,1621.7388,3111.8672,1.5901,6.1700,539.4467,1.8199,0.0332
,0.4850,0.3000,0.1750,0.0000,0.0400,0.0000,8.6174,137.4742,124.8183,1.8528,8269.8061,84.3818,1484.4488,749.7518,1626.0247,3125.5690,1.5643,8.6100,597.7235,1.9339,0.0316
,0.4600,0.3000,0.2000,0.0000,0.0400,0.0000,8.6425,137.3498,124.8436,1.8541,8295.1679,84.8717,1499.0620,749.6847,1628.1762,3132.4474,1.5513,12.0300,627.6064,1.9751,0.0307
,0.4350,0.3000,0.2250,0.0000,0.0400,0.0000,8.6676,137.2251,124.8690,1.8553,8320.5977,85.3629,1513.7143,749.6173,1630.3335,3139.3443,1.5383,12.2700,657.7777,2.0061,0.0299
,0.4100,0.3000,0.2500,0.0000,0.0400,0.0000,8.6927,137.1000,124.8944,1.8565,8346.0957,85.8555,1528.4060,749.5499,1632.4966,3146.2597,1.5252,12.0100,688.0784,2.0271,0.0291
,0.3850,0.3000,0.2750,0.0000,0.0400,0.0000,8.7180,136.9746,124.9199,1.8578,8371.6622,86.3494,1543.1371,749.4822,1634.6655,3153.1936,1.5122,12.0500,718.3467,2.0384,0.0283
,0.3600,0.3000,0.3000,0.0000,0.0400,0.0000,8.7433,136.8489,124.9455,1.8590,8397.2976,86.8446,1557.9079,749.4144,1636.8403,3160.1462,1.4990,13.2600,748.4184,2.0403,0.0276
,0.6400,0.3000,0.0000,0.0000,0.0600,0.0000,8.3769,138.2284,124.8188,1.8398,8054.7082,79.8963,1405.0109,747.7728,1607.6904,3074.8358,1.6062,23.2000,403.7762,1.2441,0.0355
,0.5900,0.3000,0.0500,0.0000,0.0600,0.0000,8.4258,137.9840,124.8689,1.8422,8104.3598,80.8545,1433.7375,747.6347,1611.9023,3088.3221,1.5806,14.8200,448.2063,1.4669,0.0331
,0.5650,0.3000,0.0750,0.0000,0.0600,0.0000,8.4504,137.8614,124.8941,1.8434,8129.2844,81.3356,1448.1579,747.5653,1614.0166,3095.0920,1.5677,9.0600,472.1562,1.5612,0.0322
,0.5150,0.3000,0.1250,0.0000,0.0600,0.0000,8.4997,137.6151,124.9446,1.8458,8179.3325,82.3015,1477.1139,747.4260,1618.2622,3108.6860,1.5419,7.1300,522.8039,1.7164,0.0307
,0.4900,0.3000,0.1500,0.0000,0.0600,0.0000,8.5244,137.4915,124.9699,1.8471,8204.4566,82.7863,1491.6498,747.3561,1620.3934,3115.5101,1.5290,7.5000,549.2059,1.7777,0.0299
,0.4650,0.3000,0.1750,0.0000,0.0600,0.0000,8.5493,137.3675,124.9953,1.8483,8229.6477,83.2725,1506.2244,747.2860,1622.5304,3122.3524,1.5160,9.5800,576.1255,1.8283,0.0293
,0.4400,0.3000,0.2000,0.0000,0.0600,0.0000,8.5741,137.2432,125.0208,1.8495,8254.9060,83.7600,1520.8380,747.2158,1624.6730,3129.2131,1.5030,9.8200,603.4085,1.8684,0.0286
,0.3900,0.3000,0.2500,0.0000,0.0600,0.0000,8.6241,136.9936,125.0720,1.8520,8305.6258,84.7389,1550.1826,747.0746,1628.9755,3142.9894,1.4769,11.8600,658.4366,1.9184,0.0273
,0.3000,0.3000,0.3400,0.0000,0.0600,0.0000,8.7148,136.5410,125.1648,1.8565,8397.6094,86.5141,1603.4009,746.8187,1636.7784,3167.9738,1.4294,15.9300,755.4457,1.9126,0.0250
,0.5950,0.3000,0.0250,0.0000,0.0800,0.0000,8.3342,137.9995,125.0191,1.8365,8040.1083,79.2842,1441.0423,745.2664,1606.3652,3078.4706,1.5455,18.7000,417.5328,1.2681,0.0313
,0.5450,0.3000,0.0750,0.0000,0.0800,0.0000,8.3830,137.7547,125.0696,1.8389,8089.6903,80.2403,1469.8464,745.1217,1610.5710,3091.9580,1.5198,16.6900,460.0160,1.4657,0.0297
,0.4950,0.3000,0.1250,0.0000,0.0800,0.0000,8.4320,137.5086,125.1205,1.8414,8139.5356,81.2014,1498.8035,744.9762,1614.7991,3105.5171,1.4939,9.9800,506.0333,1.6184,0.0282
,0.4700,0.3000,0.1500,0.0000,0.0800,0.0000,8.4566,137.3851,125.1460,1.8426,8164.5577,81.6839,1513.3398,744.9032,1616.9216,3112.3237,1.4809,9.7500,529.9990,1.6785,0.0276
,0.4450,0.3000,0.1750,0.0000,0.0800,0.0000,8.4813,137.2612,125.1716,1.8438,8189.6464,82.1676,1527.9148,744.8300,1619.0497,3119.1485,1.4679,11.0800,554.4016,1.7278,0.0270
,0.4200,0.3000,0.2000,0.0000,0.0800,0.0000,8.5061,137.1371,125.1973,1.8450,8214.8020,82.6527,1542.5287,744.7565,1621.1835,3125.9914,1.4549,9.6100,579.0869,1.7668,0.0264
,0.3950,0.3000,0.2250,0.0000,0.0800,0.0000,8.5309,137.0125,125.2231,1.8463,8240.0247,83.1390,1557.1815,744.6829,1623.3230,3132.8525,1.4418,11.2900,603.8986,1.7955,0.0259
,0.3700,0.3000,0.2500,0.0000,0.0800,0.0000,8.5558,136.8877,125.2489,1.8475,8265.3149,83.6267,1571.8736,744.6091,1625.4683,3139.7321,1.4286,12.0200,628.6776,1.8144,0.0255
,0.3450,0.3000,0.2750,0.0000,0.0800,0.0000,8.5807,136.7625,125.2747,1.8487,8290.6727,84.1156,1586.6050,744.5351,1627.6192,3146.6300,1.4155,11.9200,653.2624,1.8237,0.0250
,0.3000,0.3000,0.3200,0.0000,0.0800,0.0000,8.6258,136.5363,125.3215,1.8510,8336.4884,84.9990,1613.2210,744.4014,1631.5055,3159.0929,1.3917,15.2500,696.4999,1.8172,0.0240
,0.6000,0.3000,0.0000,0.0000,0.1000,0.0000,8.2432,138.0149,125.1682,1.8309,7976.2745,77.7242,1448.2996,742.9135,1600.8642,3068.6831,1.5107,22.6300,392.0596,1.0664,0.0298
,0.5500,0.3000,0.0500,0.0000,0.1000,0.0000,8.2916,137.7709,125.2190,1.8333,8025.5264,78.6730,1477.0290,742.7631,1605.0417,3082.1008,1.4850,18.6000,428.1925,1.2841,0.0279
,0.4500,0.3000,0.1500,0.0000,0.1000,0.0000,8.3891,137.2792,125.3215,1.8381,8124.8144,80.5857,1534.9452,742.4598,1613.4633,3109.1498,1.4331,12.4300,510.6686,1.5843,0.0254
,0.4000,0.3000,0.2000,0.0000,0.1000,0.0000,8.4383,137.0313,125.3731,1.8405,8174.8547,81.5497,1564.1345,742.3069,1617.7077,3122.7823,1.4069,11.6300,554.6454,1.6698,0.0245
,0.3500,0.3000,0.2500,0.0000,0.1000,0.0000,8.4877,136.7821,125.4250,1.8430,8225.1620,82.5188,1593.4796,742.1533,1621.9747,3136.4875,1.3806,12.2800,598.8056,1.7150,0.0235
,0.3000,0.3000,0.3000,0.0000,0.1000,0.0000,8.5374,136.5316,125.4772,1.8454,8275.7385,83.4931,1622.9816,741.9988,1626.2646,3150.2660,1.3542,16.8400,641.8676,1.7221,0.0228
,0.5550,0.3000,0.0250,0.0000,0.1200,0.0000,8.2008,137.7870,125.3674,1.8277,7961.7794,77.1158,1484.1649,740.4198,1599.5483,3072.3076,1.4504,20.2200,401.5124,1.0994,0.0261
,0.5050,0.3000,0.0750,0.0000,0.1200,0.0000,8.2490,137.5426,125.4188,1.8301,8010.9626,78.0624,1512.9711,740.2629,1603.7198,3085.7266,1.4245,18.4500,435.3691,1.2911,0.0247
,0.4550,0.3000,0.1250,0.0000,0.1200,0.0000,8.2975,137.2970,125.4703,1.8325,8060.4059,79.0141,1541.9297,740.1051,1607.9133,3099.2165,1.3985,13.2500,472.1229,1.4378,0.0238
,0.4050,0.3000,0.1750,0.0000,0.1200,0.0000,8.3463,137.0500,125.5222,1.8349,8110.1115,79.9707,1571.0420,739.9465,1612.1291,3112.7779,1.3723,16.7700,510.5910,1.5413,0.0230
,0.3550,0.3000,0.2250,0.0000,0.1200,0.0000,8.3953,136.8017,125.5743,1.8373,8160.0815,80.9325,1600.3090,739.7871,1616.3673,3126.4115,1.3460,13.2200,549.5519,1.6035,0.0223
,0.3000,0.3000,0.2800,0.0000,0.1200,0.0000,8.4495,136.5270,125.6320,1.8400,8215.3563,81.9963,1632.6831,739.6107,1621.0555,3141.4925,1.3169,12.9400,591.4719,1.6270,0.0214
,0.2300,0.3000,0.3500,0.0000,0.1200,0.0000,8.5190,136.1751,125.7059,1.8434,8286.1769,83.3594,1674.1622,739.3847,1627.0621,3160.8149,1.2796,10.9500,664.9490,1.6882,0.0206
,0.5500,0.3000,0.0000,0.0000,0.1500,0.0000,8.0776,137.7503,125.6011,1.8199,7879.0817,75.0325,1501.9417,736.8921,1592.4053,3061.0589,1.3924,21.0300,376.7782,0.8765,0.0229
,0.5000,0.3000,0.0500,0.0000,0.1500,0.0000,8.1253,137.5069,125.6528,1.8223,7927.8406,75.9697,1530.6734,736.7265,1596.5404,3074.3918,1.3665,20.7000,402.5103,1.0858,0.0217
FeNiCo_new,0.6250,0.3400,0.0350,0.0000,0.0000,0.0000,8.6929,138.1834,124.3633,1.8581,8249.4114,84.3007,1381.0921,754.0527,1628.4953,3110.8957,1.6692,0.3000,530.9970,1.7707,0.0187
,0.6350,0.3250,0.0400,0.0000,0.0000,0.0000,8.6683,138.2328,124.3534,1.8571,8239.1571,84.2353,1375.8801,754.4148,1626.1145,3105.7899,1.6906,0.1000,510.4738,1.7776,0.0192
,0.6300,0.3300,0.0400,0.0000,0.0000,0.0000,8.6782,138.2081,124.3584,1.8575,8244.2572,84.2896,1378.5786,754.2901,1627.0509,3107.9468,1.6827,0.4000,519.2799,1.7823,0.0189
,0.6250,0.3350,0.0400,0.0000,0.0000,0.0000,8.6880,138.1834,124.3633,1.8579,8249.3598,84.3440,1381.2783,754.1653,1627.9878,3110.1048,1.6747,0.5000,528.0172,1.7864,0.0188
,0.6350,0.3150,0.0500,0.0000,0.0000,0.0000,8.6586,138.2329,124.3534,1.8568,8239.0536,84.3218,1376.2522,754.6399,1625.0998,3104.2087,1.7015,0.1000,504.3902,1.8066,0.0193
,0.6250,0.3250,0.0500,0.0000,0.0000,0.0000,8.6783,138.1835,124.3633,1.8576,8249.2566,84.4306,1381.6508,754.3906,1626.9727,3108.5229,1.6855,0.5000,522.1264,1.8164,0.0190
,0.6350,0.3050,0.0600,0.0000,0.0000,0.0000,8.6489,138.2330,124.3534,1.8565,8238.9500,84.4084,1376.6243,754.8651,1624.0851,3102.6273,1.7123,0.1000,498.4024,1.8339,0.0195
,0.6250,0.3150,0.0600,0.0000,0.0000,0.0000,8.6686,138.1837,124.3633,1.8573,8249.1534,84.5172,1382.0233,754.6158,1625.9575,3106.9409,1.6964,0.1000,516.3281,1.8448,0.0192
,0.6020,0.2407,0.0927,0.0075,0.0000,0.0568,8.6958,138.1224,124.5371,1.8572,8256.1510,100.8565,1379.2837,754.5920,1635.6418,3115.4997,1.6586,8.8300,447.8926,1.6815,0.0385
,0.5690,0.1290,0.1540,0.0500,0.0000,0.0980,8.5549,138.1852,124.6822,1.8564,8208.8423,113.3302,1407.7956,751.4887,1635.9138,3116.1956,1.5914,9.9000,243.9133,1.1417,0.0416
,0.4660,0.0510,0.3510,0.0800,0.0000,0.0520,8.4035,137.8195,124.6640,1.8586,8258.3303,103.5118,1503.5622,750.1100,1622.2996,3109.6379,1.6186,9.4500,11.4316,0.0058,0.0497
A1(4elements-1st round),0.5523,0.2386,0.1670,0.0421,0.0000,0.0000,8.5310,138.0399,124.4380,1.8588,8244.2894,86.4055,1447.8376,751.2430,1621.9089,3104.1159,1.6355,7.5400,412.2939,1.7351,0.0429
A2(4elements-1st round),0.4922,0.1724,0.2705,0.0649,0.0000,0.0000,8.4530,137.8602,124.4989,1.8600,8262.3265,88.0495,1496.4189,749.9223,1618.9721,3104.3215,1.6189,10.5200,400.9743,1.6959,0.0458
A3(4elements-1st round),0.4184,0.0937,0.4085,0.0794,0.0000,0.0000,8.4029,137.5700,124.5730,1.8614,8309.4925,90.1196,1549.5830,749.8099,1616.4212,3108.3897,1.6297,0.7000,467.1198,1.6563,0.0498
A4(4elements-2rd round),0.5254,0.2188,0.2083,0.0475,0.0000,0.0000,8.5211,137.9350,124.4650,1.8596,8261.3103,87.0795,1466.8563,750.9899,1621.8786,3106.9719,1.6295,7.9700,424.5915,1.7695,0.0435
A5(4elements-2rd round),0.4404,0.1371,0.3467,0.0758,0.0000,0.0000,8.4350,137.6602,124.5510,1.8615,8294.2749,89.3245,1533.3006,749.3103,1619.1667,3110.1496,1.6030,3.2400,439.2260,1.6803,0.0467
A6(4elements-2rd round),0.6350,0.3650,0.0000,0.0000,0.0000,0.0000,8.7071,138.2322,124.3536,1.8583,8239.5714,83.8891,1374.3922,753.5146,1630.1723,3117.124,1.6472,1.3000,535.7431,1.6448,0.0370
A7(4elements-3rd round),0.4240,0.1260,0.3770,0.0730,0.0000,0.0000,8.4494,137.5645,124.5671,1.8620,8315.9930,89.7611,1541.9939,749.8423,1619.6081,3103.6945,1.6137,4.0900,477.4150,1.7203,0.0493
A8(4elements-3rd round),0.4430,0.1580,0.3320,0.0680,0.0000,0.0000,8.4783,137.6302,124.5484,1.8620,8306.8583,89.1422,1527.4582,749.7646,1621.5596,3104.6945,1.6014,4.8300,258.6506,0.4687,0.0471
A9(4elements-3rd round),0.5410,0.2280,0.1730,0.0590,0.0000,0.0000,8.4781,138.0671,124.4509,1.8592,8225.1818,86.6503,1463.3663,749.4991,1620.8202,3105.6945,1.5987,2.0200,604.8220,0.4846,0.0441
B1(5elements-1st round),0.3997,0.0686,0.3950,0.0790,0.0000,0.0577,8.4999,137.4853,124.7460,1.8625,8327.7067,106.2798,1539.1728,749.5716,1631.4551,3125.9023,1.5586,5.8400,14.4942,0.0034,0.0440
B2(5elements-1st round),0.4876,0.1775,0.2221,0.0626,0.0000,0.0502,8.5582,137.8357,124.6369,1.8612,8269.9440,101.5937,1478.3773,749.3645,1633.8785,3121.0584,1.5388,4.3800,375.3896,1.5011,0.0391
B3(5elements-1rd round),0.5700,0.1640,0.1460,0.0510,0.0000,0.0690,8.5336,138.1883,124.6039,1.8569,8207.2466,105.1626,1417.8020,750.9837,1631.2981,3112.0233,1.5964,8.5600,282.9794,1.2649,0.0423
B4(5elements-2rd round),0.4063,0.0693,0.3830,0.0914,0.0000,0.0500,8.4403,137.5810,124.7192,1.8621,8298.0887,103.9690,1544.2003,748.2322,1628.0677,3118.8549,1.5419,4.9400,12.3960,0.0041,0.0445
B5(5elements-2rd round),0.5770,0.2290,0.0830,0.0520,0.0000,0.0590,8.5690,138.2247,124.5705,1.8583,8199.3377,101.7518,1415.7277,749.5594,1634.4737,3117.2063,1.5424,5.3100,305.1420,1.2519,0.0383
B6(5elements-2rd round),0.5160,0.0680,0.2750,0.0780,0.0000,0.0630,8.3963,138.0587,124.6431,1.8568,8211.2886,105.3085,1468.4734,749.9409,1622.8931,3102.6945,1.6139,9.6800,2.2439,0.0088,0.0483
B7(5elements-3rd round),0.4830,0.1780,0.2090,0.0790,0.0000,0.0510,8.5117,137.8970,124.6444,1.8615,8244.2986,101.7881,1488.7224,747.4230,1633.5405,3106.6945,1.4934,5.5968,319.1152463,1.346402932,0.038951316
B8(5elements-3rd round),0.5000,0.1830,0.1830,0.0800,0.0000,0.0540,8.5018,137.9866,124.6354,1.8608,8225.2375,102.1961,1477.9407,747.2000,1633.3491,3107.6945,1.4896,5.1311,290.4655035,1.274170744,0.03866091
B9(5elements-3rd round),0.5070,0.1990,0.1580,0.0790,0.0000,0.0570,8.5188,138.0165,124.6364,1.8610,8220.0873,102.7263,1471.6068,746.9335,1635.2600,3108.6945,1.4738,6.2850,285.2083888,1.240542781,0.037389254
